sens_id,timestamp,batt,temp,x_peak,y_peak,z_peak,x_rms,y_rms,z_rms
0x61ea,4/29/2020 19:40,3.612,40.97287197,3.88182,4.30928,5.13702,1.53798,1.73475,1.53798
0x61ea,4/29/2020 20:40,3.612,40.73966527,5.05736,4.89103,4.99511,2.35533,2.1017,2.35533
0x61ea,4/29/2020 21:41,3.6,40.03659155,3.31802,3.15224,12.17892,1.65563,0.9345,1.65563
0x61ea,4/29/2020 22:41,3.612,40.03659155,5.38049,4.8237,9.97149,2.85731,1.34096,2.85731
0x61ea,4/29/2020 23:41,3.624,39.32805949,5.70572,6.04101,6.85199,2.34286,2.91903,2.34286
0x61ea,4/30/2020 0:42,3.612,38.37421342,6.90412,4.91347,7.43111,3.31896,1.66881,3.31896
0x61ea,4/30/2020 1:42,3.612,39.0906054,3.02607,6.04292,5.39976,0.77487,2.23527,0.77487
0x61ea,4/30/2020 2:43,3.612,38.85248939,3.90468,4.85033,8.39699,1.80805,1.1102,1.80805
0x61ea,4/30/2020 3:43,3.612,38.85248939,2.9412,4.85847,7.86246,1.0084,1.40555,1.0084
0x61ea,4/30/2020 4:44,3.612,38.85248939,3.45568,4.54198,9.30325,1.32198,1.59264,1.32198
0x61ea,4/30/2020 5:44,3.636,40.50589162,9.74884,4.01026,9.80839,5.57212,1.47349,5.57212
0x61ea,4/30/2020 6:45,3.612,39.56486592,3.59992,5.01833,5.39737,1.20642,2.28851,1.20642
0x61ea,4/30/2020 7:45,3.612,40.73966527,2.77709,5.30041,7.80769,1.0861,2.02702,1.0861
0x61ea,4/30/2020 8:45,3.6,41.20552442,6.60756,6.05693,8.33528,3.44715,2.74515,3.44715
0x61ea,4/30/2020 9:46,3.624,42.36090519,5.07028,3.63847,5.79694,2.67643,1.45627,2.67643
0x61ea,4/30/2020 10:46,3.6,42.36090519,7.32218,6.18142,5.53203,4.18689,3.70153,4.18689
0x61ea,4/30/2020 11:46,3.624,42.13083966,6.21691,5.19058,4.01565,2.71107,2.37164,2.71107
0x61ea,4/30/2020 12:47,3.612,41.66921655,4.27067,4.47836,8.03016,2.02433,1.75327,2.02433
0x61ea,4/30/2020 13:47,3.612,39.56486592,4.61679,4.52893,7.23181,2.09993,1.76751,2.09993
0x61ea,4/30/2020 14:48,3.612,40.03659155,3.50009,2.90876,5.39061,1.22997,1.03683,1.22997
0x61ea,4/30/2020 15:48,3.612,42.13083966,2.76751,5.14121,5.26007,0.86376,2.1154,0.86376
0x61ea,4/30/2020 16:49,3.624,42.81960239,4.19317,6.3988,6.13414,1.60312,2.36651,1.60312
0x61ea,4/30/2020 17:49,3.612,44.4111608,3.01171,5.20579,8.90392,1.39777,1.94849,1.39777
0x61ea,4/30/2020 18:50,3.612,43.04825687,5.84781,6.64054,7.404,2.92222,3.31333,2.92222
0x61ea,4/30/2020 19:50,3.612,41.43763517,6.41388,5.99277,7.93703,3.019,2.89447,3.019
0x61ea,4/30/2020 20:50,3.624,39.32805949,4.4224,4.34974,10.82431,2.16882,1.54335,2.16882
0x61ea,4/30/2020 21:51,3.624,40.03659155,5.38067,5.17849,6.12935,2.05238,1.87693,2.05238
0x61ea,4/30/2020 22:51,3.612,39.32805949,4.32843,3.42851,6.82757,1.62153,1.1564,1.62153
0x61ea,4/30/2020 23:52,3.612,40.27153808,3.27852,5.42969,8.18763,1.26098,2.32641,1.26098
0x61ea,5/1/2020 0:52,3.612,39.32805949,4.81634,9.86825,6.85594,1.71376,5.10322,1.71376
0x61ea,5/1/2020 1:52,3.624,39.80103868,3.80832,6.06249,6.50803,1.45513,2.82138,1.45513
0x61ea,5/1/2020 2:53,3.624,39.80103868,4.07113,8.9961,7.88364,1.52436,3.69599,1.52436
0x61ea,5/1/2020 3:53,3.624,40.50589162,3.62141,2.64614,6.6075,1.56294,0.97668,1.56294
0x61ea,5/1/2020 4:54,3.612,40.27153808,2.73352,4.60446,9.34138,0.86431,1.79448,0.86431
0x61ea,5/1/2020 5:54,3.624,40.50589162,3.39278,5.40934,9.15045,1.43899,2.2834,1.43899
0x61ea,5/1/2020 6:54,3.624,39.32805949,2.99686,3.91989,5.44998,1.05419,1.53171,1.05419
0x61ea,5/1/2020 7:55,3.612,38.85248939,2.69013,3.70718,6.3994,1.10092,1.30598,1.10092
0x61ea,5/1/2020 8:55,3.612,39.32805949,3.79905,3.9935,6.07057,1.67537,1.24594,1.67537
0x61ea,5/1/2020 9:55,3.624,40.03659155,5.60805,7.0331,7.94703,2.4556,2.27195,2.4556
0x61ea,5/1/2020 10:56,3.624,37.89311261,4.7441,8.76292,7.18045,1.26147,2.7464,1.26147
0x61ea,5/1/2020 11:56,3.612,42.36090519,5.27827,4.01858,10.08137,2.63918,1.39957,2.63918
0x61ea,5/1/2020 12:57,3.612,43.95850631,3.06204,4.12637,10.7708,1.01719,1.50877,1.01719
0x61ea,5/1/2020 13:57,3.612,41.90028072,4.70759,9.27039,10.15517,1.68046,3.31278,1.68046
0x61ea,5/1/2020 14:57,3.624,40.27153808,3.42743,4.22944,7.73198,1.512,1.65222,1.512
0x61ea,5/1/2020 15:58,3.624,39.0906054,5.57932,4.65977,9.65757,2.41642,1.33044,2.41642
0x61ea,5/1/2020 16:58,3.612,38.85248939,5.24529,5.80711,7.06626,2.22407,2.09871,2.22407
0x61ea,5/1/2020 17:59,3.612,38.85248939,3.72256,4.27965,5.90353,1.13733,1.4577,1.13733
0x61ea,5/1/2020 18:59,3.636,39.56486592,6.27167,5.89749,7.00886,3.41533,2.71015,3.41533
0x61ea,5/1/2020 19:59,3.624,39.80103868,5.11906,2.99561,5.96398,2.81086,1.25461,2.81086
0x61ea,5/1/2020 21:00,3.612,39.80103868,3.76403,6.96966,6.43076,1.24893,2.84158,1.24893
0x61ea,5/1/2020 22:00,3.612,40.03659155,2.61112,3.21209,7.20607,1.04853,1.0562,1.04853
0x61ea,5/1/2020 23:01,3.612,40.03659155,2.65344,7.06093,6.03407,0.93664,3.34025,0.93664
0x61ea,5/2/2020 0:01,3.624,39.0906054,2.63883,4.7025,7.11701,0.89397,1.71394,0.89397
0x61ea,5/2/2020 1:02,3.612,39.0906054,5.79508,5.5051,8.73419,3.0194,2.60558,3.0194
0x61ea,5/2/2020 2:02,3.612,38.85248939,4.12117,3.92617,9.55558,1.81756,1.66908,1.81756
0x61ea,5/2/2020 3:03,3.612,39.32805949,3.44096,3.7781,9.1696,1.42267,1.35198,1.42267
0x61ea,5/2/2020 4:03,3.624,39.0906054,3.66857,4.52295,8.1577,1.38388,1.445,1.38388
0x61ea,5/2/2020 5:03,3.612,41.20552442,4.01571,3.93036,5.91233,1.62274,1.07443,1.62274
0x61ea,5/2/2020 6:04,3.624,40.50589162,2.51638,3.13572,7.38862,0.82445,1.10427,0.82445
0x61ea,5/2/2020 7:04,3.6,40.73966527,3.96765,3.63865,7.20002,1.3519,1.17903,1.3519
0x61ea,5/2/2020 8:05,3.624,41.20552442,4.44693,4.76935,7.00287,1.30087,1.70972,1.30087
0x61ea,5/2/2020 9:05,3.624,40.97287197,4.67425,5.25109,8.28626,1.90671,2.02199,1.90671
0x61ea,5/2/2020 10:05,3.612,41.66921655,3.48914,3.94634,5.92813,1.5387,1.42152,1.5387
0x61ea,5/2/2020 11:06,3.612,42.59048893,3.24082,5.4431,6.45093,1.14233,2.05385,1.14233
0x61ea,5/2/2020 12:06,3.612,43.95850631,4.02109,6.58434,11.12464,1.94251,2.51608,1.94251
0x61ea,5/2/2020 13:06,3.612,44.86228018,4.55197,3.85058,8.90357,1.56765,1.45274,1.56765
0x61ea,5/2/2020 14:07,3.612,45.53625816,3.01147,3.37835,7.49078,1.18517,1.05928,1.18517
0x61ea,5/2/2020 15:07,3.612,45.76023678,6.30172,6.50138,6.62671,2.50405,3.15624,2.50405
0x61ea,5/2/2020 16:08,3.6,45.98389121,3.11567,4.64127,7.68009,1.08815,1.90183,1.08815
0x61ea,5/2/2020 17:08,3.612,45.53625816,5.97433,5.46775,5.82542,2.63913,1.83789,2.63913
0x61ea,5/2/2020 18:08,3.612,45.31194571,4.2052,4.16707,5.3277,2.08738,1.65233,2.08738
0x61ea,5/2/2020 19:09,3.612,45.53625816,4.36374,3.28523,5.98547,1.9269,1.03526,1.9269
0x61ea,5/2/2020 20:09,3.612,45.31194571,2.52859,4.0931,6.68626,0.79174,1.55193,0.79174
0x61ea,5/2/2020 21:10,3.612,45.31194571,3.56886,4.60686,6.42801,1.22201,1.75385,1.22201
0x61ea,5/2/2020 22:10,3.612,45.31194571,3.75721,5.99205,5.30975,1.368,1.97153,1.368
0x61ea,5/2/2020 23:10,3.6,44.63690725,4.56879,4.89959,5.28293,2.04934,1.71837,2.04934
0x646f,4/27/2020 0:44,3.54,42.36090519,6.39497,5.46177,7.11839,2.54452,2.60064,2.54452
0x646f,4/27/2020 1:44,3.54,38.37421342,2.77895,4.33513,5.78461,1.07773,1.47074,1.07773
0x646f,4/27/2020 2:45,3.552,41.20552442,5.71578,3.89996,7.81009,2.63875,1.48379,2.63875
0x646f,4/27/2020 3:45,3.528,42.13083966,4.10566,4.04318,8.62071,1.73354,1.52151,1.73354
0x646f,4/27/2020 4:45,3.528,40.97287197,4.17006,4.83507,6.50701,1.58726,1.96167,1.58726
0x646f,4/27/2020 5:46,3.564,40.50589162,4.23219,3.68228,9.0921,1.82248,1.05205,1.82248
0x646f,4/27/2020 6:46,3.552,39.80103868,3.0141,3.27888,6.47924,1.18672,1.18076,1.18672
0x646f,4/27/2020 7:47,3.552,40.73966527,3.18102,3.37051,8.30553,0.87144,1.17645,0.87144
0x646f,4/27/2020 8:47,3.552,41.90028072,2.49866,4.34112,6.52592,0.86435,1.74369,0.86435
0x646f,4/27/2020 9:47,3.564,41.90028072,4.21998,6.47002,5.22213,1.44823,2.18269,1.44823
0x646f,4/27/2020 10:48,3.576,43.27646355,7.70613,7.66184,8.88214,3.77348,3.58505,3.77348
0x646f,4/27/2020 11:48,3.576,43.27646355,3.83041,4.76947,8.69636,1.25725,1.46134,1.25725
0x646f,4/27/2020 12:49,3.552,44.1850306,2.92217,5.64683,7.54674,0.997,2.15584,0.997
0x646f,4/27/2020 13:49,3.564,43.27646355,5.5063,5.84296,8.75645,2.88612,2.13581,2.88612
0x646f,4/27/2020 14:49,3.564,42.36090519,3.72465,5.19747,7.37168,1.24088,2.41691,1.24088
0x646f,4/27/2020 15:50,3.564,42.81960239,3.05438,4.21651,6.91878,1.31175,1.76951,1.31175
0x646f,4/27/2020 16:51,3.6,43.95850631,8.77967,4.91377,10.98243,3.89369,1.68187,3.89369
0x646f,4/27/2020 17:51,3.564,44.4111608,3.79234,4.88014,8.35497,1.22325,2.12364,1.22325
0x646f,4/27/2020 18:51,3.612,43.04825687,2.6918,7.0811,7.99323,0.82023,3.50749,0.82023
0x646f,4/27/2020 19:53,3.552,45.31194571,2.96442,5.53263,9.28362,1.24364,1.93014,1.24364
0x646f,4/27/2020 20:53,3.564,43.27646355,2.69198,3.46544,5.22165,1.00962,1.26553,1.00962
0x646f,4/27/2020 21:53,3.552,43.27646355,4.95956,4.33322,7.50772,1.67356,1.45343,1.67356
0x646f,4/27/2020 22:54,3.552,42.36090519,3.7146,3.30366,8.88106,1.52618,1.16405,1.52618
0x646f,4/27/2020 23:54,3.552,42.59048893,3.23483,3.51182,8.87107,1.53618,1.09448,1.53618
0x646f,4/28/2020 0:55,3.54,43.04825687,5.07932,4.94825,8.87861,2.78368,1.95301,2.78368
0x646f,4/28/2020 1:55,3.588,43.04825687,4.94262,4.87331,6.7129,1.32961,1.73221,1.32961
0x646f,4/28/2020 2:55,3.552,43.27646355,3.13231,4.4607,9.19911,0.92316,1.68823,0.92316
0x646f,4/28/2020 3:56,3.6,43.73157746,7.84001,4.51241,9.93767,4.03865,1.69587,4.03865
0x646f,4/28/2020 4:56,3.648,43.95850631,3.46478,5.5953,7.03849,1.03829,2.28087,1.03829
0x646f,4/28/2020 5:57,3.54,42.36090519,6.14467,4.42425,8.94558,3.77145,1.47331,3.77145
0x646f,4/28/2020 6:57,3.54,42.36090519,3.78857,6.81656,10.65672,1.48351,2.92095,1.48351
0x646f,4/28/2020 7:57,3.564,41.43763517,3.00045,4.64905,6.06267,1.17955,1.68371,1.17955
0x646f,4/28/2020 8:58,3.54,41.66921655,4.45962,3.48387,8.79524,1.84329,1.24619,1.84329
0x646f,4/28/2020 9:58,3.564,41.43763517,4.28079,5.85152,7.10163,1.87904,1.81451,1.87904
0x646f,4/28/2020 10:59,3.564,42.59048893,5.25618,6.60672,7.02071,1.63646,3.18678,1.63646
0x646f,4/28/2020 11:59,3.564,42.36090519,4.0035,3.81443,9.90906,1.67202,1.13378,1.67202
0x646f,4/28/2020 12:59,3.576,43.04825687,3.50488,3.36363,11.48051,1.79289,1.24829,1.79289
0x646f,4/28/2020 14:00,3.576,42.36090519,2.81599,6.99444,4.96632,1.1392,3.57087,1.1392
0x646f,4/28/2020 15:00,3.588,42.81960239,4.15055,3.59142,9.64656,1.72852,1.31794,1.72852
0x646f,4/28/2020 16:00,3.516,39.0906054,4.25601,8.13017,10.79139,1.48641,3.70477,1.48641
0x646f,4/28/2020 17:01,3.636,40.73966527,4.65791,6.8229,9.95347,1.97512,2.29475,1.97512
0x646f,4/28/2020 18:01,3.552,40.73966527,3.14529,5.45243,7.14538,1.14278,2.34073,1.14278
0x646f,4/28/2020 19:02,3.564,45.08728967,3.86542,4.6609,7.24425,1.4422,1.39626,1.4422
0x646f,4/28/2020 20:02,3.54,45.53625816,3.30019,4.41043,6.70141,1.0633,1.2664,1.0633
0x646f,4/28/2020 21:03,3.564,44.63690725,5.11751,4.53671,6.03263,1.70271,1.71934,1.70271
0x646f,4/28/2020 22:03,3.528,43.27646355,4.73859,4.91928,8.8637,1.99279,1.60786,1.99279
0x646f,4/28/2020 23:03,3.564,44.63690725,2.67055,5.27324,6.61666,1.05237,1.63832,1.05237
0x646f,4/29/2020 0:04,3.528,43.04825687,3.29839,5.04832,12.62588,1.0997,1.80912,1.0997
0x646f,4/29/2020 1:04,3.54,43.50423346,2.37681,5.16748,7.99862,0.89447,2.04177,0.89447
0x646f,4/29/2020 2:05,3.552,40.97287197,4.83405,4.17904,8.95282,2.1268,1.6717,2.1268
0x646f,4/29/2020 3:05,3.564,42.36090519,3.31784,5.32214,7.20834,1.22319,1.9541,1.22319
0x646f,4/29/2020 4:05,3.564,42.13083966,3.23914,3.30276,8.01478,1.03311,1.1927,1.03311
0x646f,4/29/2020 5:06,3.552,40.73966527,4.34908,4.20232,13.32824,1.79773,1.7105,1.79773
0x646f,4/29/2020 6:06,3.564,40.50589162,4.02175,5.50163,10.53828,1.45497,1.36301,1.45497
0x646f,4/29/2020 7:07,3.552,39.32805949,2.89607,6.03179,8.74975,1.19101,2.94441,1.19101
0x646f,4/29/2020 8:07,3.564,39.56486592,0.4402,4.13272,4.29976,0.18108,1.60031,0.18108
0x646f,4/29/2020 9:08,3.564,39.32805949,0.25688,9.92929,8.90632,0.12864,5.27051,0.12864
0x646f,4/29/2020 10:08,3.516,37.89311261,0.41632,2.0961,21.63018,0.18754,1.04657,0.18754
0x646f,4/29/2020 11:09,3.54,33.41410437,0,3.43461,14.79519,0,1.59403,0
0x646f,4/29/2020 12:09,3.528,34.18157196,5.22638,4.1232,7.54136,2.61678,1.38864,2.61678
0x646f,4/29/2020 13:09,3.492,36.6771818,6.17172,6.8226,10.55444,3.47326,3.4407,3.47326
0x646f,4/29/2020 14:10,3.528,39.32805949,4.6776,8.72126,7.52352,2.24486,4.81722,2.24486
0x646f,4/29/2020 15:10,3.528,35.44075653,3.37452,12.51767,10.64535,1.56352,4.75666,1.56352
0x646f,4/29/2020 16:11,3.54,37.65146456,4.6284,7.4028,7.87939,1.69447,3.23376,1.69447
0x646f,4/29/2020 17:11,3.636,39.80103868,4.79335,3.82658,10.64254,2.15511,1.24267,2.15511
0x646f,4/29/2020 18:12,3.552,41.43763517,6.91304,7.08709,8.61622,3.51412,2.69662,3.51412
0x646f,4/29/2020 19:12,3.564,43.04825687,3.50931,3.93341,7.08134,1.12867,1.58257,1.12867
0x646f,4/29/2020 20:13,3.552,43.27646355,3.87859,4.40911,7.47324,1.70967,1.75778,1.70967
0x646f,4/29/2020 21:13,3.564,42.81960239,6.23199,4.21076,6.43369,2.93614,1.84524,2.93614
0x646f,4/29/2020 22:14,3.54,42.13083966,4.67628,4.56305,8.93289,2.44583,1.53306,2.44583
0x646f,4/29/2020 23:14,3.54,41.90028072,4.63235,4.6153,10.28098,1.86654,1.87621,1.86654
0x646f,4/30/2020 0:15,3.552,41.66921655,3.54875,3.06438,7.42907,1.07812,0.94981,1.07812
0x646f,4/30/2020 1:15,3.54,40.50589162,4.41282,6.65628,5.55298,1.69054,2.56162,1.69054
0x646f,4/30/2020 2:15,3.564,42.13083966,9.76716,7.22666,6.37294,4.73113,3.8541,4.73113
0x646f,4/30/2020 3:16,3.552,40.50589162,2.96957,5.5537,6.97624,0.97712,2.52891,0.97712
0x646f,4/30/2020 4:16,3.588,42.81960239,2.64901,6.65556,6.97145,1.12526,2.89767,1.12526
0x646f,4/30/2020 5:17,3.552,40.50589162,3.20323,6.832,8.73012,1.53597,2.66442,1.53597
0x646f,4/30/2020 6:17,3.564,40.97287197,5.53694,4.90958,7.9733,2.36939,1.86208,2.36939
0x646f,4/30/2020 7:17,3.564,39.56486592,3.0211,3.15248,9.87686,1.18779,1.14628,1.18779
0x646f,4/30/2020 8:18,3.54,40.73966527,5.39653,3.64553,12.08489,2.44475,1.13196,2.44475
0x646f,4/30/2020 9:18,3.552,40.03659155,4.27217,4.23901,7.30189,1.8633,1.46433,1.8633
0x646f,4/30/2020 10:19,3.552,41.20552442,5.59195,3.88529,6.13282,3.04256,1.60997,3.04256
0x646f,4/30/2020 11:19,3.564,40.03659155,6.61432,2.96215,8.70636,2.78608,0.95126,2.78608
0x646f,4/30/2020 12:19,3.54,39.0906054,3.79264,4.28091,8.5192,1.26167,1.32514,1.26167
0x646f,4/30/2020 13:20,3.576,40.73966527,4.20813,5.26785,6.02162,1.82006,1.92609,1.82006
0x646f,4/30/2020 14:20,3.576,41.20552442,3.11016,3.97028,8.2482,1.21624,1.48294,1.21624
0x646f,4/30/2020 15:22,3.564,41.66921655,3.039,7.16974,11.28061,1.08715,3.07952,1.08715
0x646f,4/30/2020 16:22,3.54,41.43763517,2.60173,4.80891,7.09139,1.02796,2.11105,1.02796
0x646f,4/30/2020 17:23,3.564,42.36090519,2.74573,6.03879,7.0823,1.03213,2.9063,1.03213
0x646f,4/30/2020 18:23,3.54,40.97287197,4.7833,3.95137,8.94247,1.89739,1.46589,1.89739
0x646f,4/30/2020 19:23,3.564,41.90028072,6.10481,3.55934,8.34097,2.83776,1.25181,2.83776
0x646f,4/30/2020 20:24,3.54,43.50423346,3.77193,4.79204,9.87184,1.38617,1.64598,1.38617
0x646f,4/30/2020 21:24,3.564,43.95850631,7.06506,8.09893,9.42188,3.49795,3.7389,3.49795
0x646f,4/30/2020 22:25,3.552,44.63690725,4.58651,3.97938,10.18881,2.338,1.2936,2.338
0x646f,4/30/2020 23:25,3.564,43.73157746,4.09681,4.94334,8.23647,1.83912,1.82051,1.83912
0x646f,5/1/2020 0:25,3.564,43.95850631,2.97304,4.31299,11.95316,1.17899,1.39769,1.17899
0x646f,5/1/2020 1:26,3.576,44.4111608,3.97579,5.87708,7.54124,1.55717,2.56544,1.55717
0x646f,5/1/2020 2:26,3.552,43.95850631,6.76987,4.22213,7.47612,3.63736,1.63152,3.63736
0x646f,5/1/2020 3:27,3.54,41.66921655,3.72064,3.38009,10.05743,1.65638,1.1329,1.65638
0x646f,5/1/2020 4:27,3.6,43.04825687,4.84423,3.85537,8.72868,2.25693,1.2351,2.25693
0x646f,5/1/2020 5:27,3.576,43.73157746,6.6485,3.8574,8.98101,3.91887,1.5696,3.91887
0x646f,5/1/2020 6:28,3.564,43.73157746,3.54438,9.82946,8.06888,1.66717,4.84144,1.66717
0x646f,5/1/2020 7:29,3.54,41.43763517,4.33441,2.90589,9.83533,1.94426,1.04842,1.94426
